comment,language,platform,label
ভাষা আন্দোলন দেখি নাই তবে কোটা আন্দোলন দেখছি এগিয়ে জাও আমার ভাই ও বোনেরা,Bangla,Youtube,Positive
"কোটার জন্য দেশ স্বাধীন হয়নাই, সেলুট শিক্ষার্থী ভাই বোনেরা, আপসোস আমাদের সবার বাপ দাদারা যদি মুক্তি যোদ্ধা হত। ",Bangla,Youtube,Positive
এই তরুণ প্রজন্মকে কোন কিছু দিয়ে দমিয়ে রাখা সম্ভব নয়। ,Bangla,Youtube,Positive
"চলবে আন্দোলন চলবেই। দাবি এক দফা এক, কোটা ত‍্যাগ কোটা ত‍্যাগ",Bangla,Youtube,Positive
যমুনা টেলিভিশনের জন্য এক বুক ভালোবাসা,Bangla,Youtube,Positive
সব শিক্ষা প্রতিষ্ঠান এর ছাএ ছাএীর উচিৎ এই আন্দোলনে শরিক হওয়া। ,Bangla,Youtube,Positive
মেধাবীরা এগিয়ে যাক। সঠিক রাষ্ট্র পরিচালিত হক।,Bangla,Youtube,Positive
"ছাত্র'সমাজকে অসংখ্য ধন্যবাদ-কোটা বিরোধী আন্দোলন করার জন্য,যে যার যার নিজের যোগ্যতায় চাকরি করুক-কারো বাপ দাদার যোগ্যতায় নয়।",Bangla,Youtube,Positive
আন্দোলন চলবে আমরা সাধারণ জনগণ আন্দোলনের পক্ষে,Bangla,Youtube,Positive
এই বিশ্ববিদ্যালয় বাংলাদেশের রুপকার,Bangla,Youtube,Positive
"দিল্লিদাসী মুক্ত বাংলাদেশ চাই কে কে একমত? ‘সারা বাংলায় খবর দে, কোটাপ্রথার কবর দে’, ‘কোটা না মেধা, মেধা মেধা’। ",Bangla,Youtube,Positive
ছাত্র সমাজের আন্দোলনকারীদের কে ধন্যবাদ ছাত্রদের দাবি মেনে নেওয়া হোক,Bangla,Youtube,Positive
"যে যেখানে যে অবস্থানে আছেন, আমাদের ভাই বোনদের সন্তান দের পাশে অবস্থান নিন l",Bangla,Youtube,Positive
ভাই বোনেরা চালিয়ে যাও আছি ইনশাল্লাহ,Bangla,Youtube,Positive
ভাই তোমরা এ যুগের মুক্তিযোদ্ধা।,Bangla,Youtube,Positive
"চাকরি হোক মেধাবৃত্তিক, কোঠাভিত্তিক হলে দেশ মেধাশূন্য হয়ে পড়বে। ",Bangla,Youtube,Positive
মুক্তিযোদ্ধারা দেশের গৌরব। তারা সন্মান নিয়ে থাক। তাদের নাতিপুতিরা যোগ্যতা অনুযায়ী কর্ম করে খাক।,Bangla,Youtube,Positive
মুক্তিযোদ্ধারা দেশের গৌরব।,Bangla,Youtube,Positive
বাংলাদেশ স্বাধীন রাষ্ট্র এই দেশে আমরা কোটা সংস্কার চাই। কারণ এই কোটার জন্যে কত মেধাবী বিলীন হয়ে যাচ্ছে।,Bangla,Youtube,Positive
কোন উস্কানীতে এই আন্দোলন যাতে বন্ধ না হয় তাতে সতক থাকতে হবে।,Bangla,Youtube,Positive
সমর্থন জানাই কোটা সংস্কার আন্দোলনের,Bangla,Youtube,Positive
এক সপ্তাহ কষ্ট করলেও সারাজীবন সুফল বয়ে আনবে সব সাধারণ মানুষের জন্য,Bangla,Youtube,Positive
সমর্থন করছি তাদের এই আন্দোলনকে। ,Bangla,Youtube,Positive
আমার মতে ছাত্রদের আন্দোলন মেনে নেওয়া উচিত।,Bangla,Youtube,Positive
"আমি ৫২ ভাষা আন্দোলন দেখিনি, কিন্তু ব্লকেড দেখেছি",Bangla,Youtube,Positive
তোমাদের আন্দোলন সফল হোক সফল হোক ইনশাআল্লাহ তোমাদের সাথে আমরা জনগণ স্টুডেন্ট সবাই আছি জালিম পুলিশকে ভয় পাবে না ফোন করতে ভয় পাইবা না শুধু এগিয়ে যাও ভাই বোনেরা,Bangla,Youtube,Positive
মূল সমস্যা নিয়ে কেউ আন্দোলন করে না। পুরো কোটা দিয়ে দিলে সবার চাকুরী হবে না। আজ যারা কোটার জন্য আন্দোলন করছে তাদের প্রতি আহবান দেশের দ্বায়িত্ব নেওয়ার জন্য। দেশকে নতুন করে স্বাধীন করা। ,Bangla,Youtube,Positive
বড় ভাই আপনার কমেন্ট আমার কাছে খুব ভালো লাগছে ছাত্র আন্দোলন বাংলাদেশ আপনি চালাইয়া যান ইনশাল্লাহ আমরা আপনাদের সাথে আছি,Bangla,Youtube,Positive
আমি কোটাধারী হলে আজকে লজ্জায় হয় দেশ ছাড়তাম না হয় ক্ষমা চাইতাম।,Bangla,Youtube,Positive
কোটা বাতিল হউক,Bangla,Youtube,Positive
"ইনশাআল্লাহ আমাদের বিজয় হবে, বৈষম্যমূলক কোটামুক্ত দেশ চাই।",Bangla,Youtube,Positive
